,artist_name,song_name
617,Kenny Chesney,The Good Stuff
618,Grammatrain,Flying  ()
619,Neal Schon,Why
620,Nik P.,Hundertmal...
621,Sérgio Mendes Trio,Garota De Ipanema
622,Blondie,Rapture (Us Disco Version) (1999 Digital Remaster)
623,Yuridia,Estar Junto A Ti (Angel)
624,Katherine Jenkins [with Amaury Vassili],Endless Love [with Amaury Vassili]
625,Vince Guaraldi Trio,Cast Your Fate To The Wind
626,Aline Barros,O Poder do teu Amor (The Power of your Love)
627,Jon Kennedy,Cubed (Pt. 2)
628,Milk Inc.,Losing Love (DJ Wout Remix)
629,Sasha,Owner Of My Heart (Album Version)
630,Ray Quinn,What A Wonderful World
631,Scottish Chamber Orchestra,Symphony No.36 in C major (Linz)_ K.425 iii Menuetto
632,Andre Hazes,Sterk Wil Ik Zijn
633,Vanilla Ice,Ice Ice Baby (Radio Edit)
634,Sir Elwoodin Hiljaiset Varit,Mikä Sua Vaivaa (Pikku Minna II)
635,Atomic Kitten Featuring Kool & The Gang,Ladies Night
636,Sarah McLachlan,Adia
637,East 17,Steam (Vapoureyes Mix)
638,Os Travessos,Adivinha
639,Igor Kill,Hvis Eg
640,The Cranberries,Yeats' Grave
641,Kiss,Domino
642,Aerosmith,Dude (Looks Like A Lady)
643,Janet Jackson,Again
644,Thr3shold,The Beginning
645,Barbara Morrison with Johnny Otis and His Band,Misery
646,Nat King Cole,Unforgettable
647,Jean-Jacques Goldman,Comme Toi (Live)
648,BWB,A Woman's Worth (Album Version)
649,Tom Petty,One More Day_ One More Night (Album Version)
650,Katri Ylander,Välitunnilla
651,Westlife,Bop Bop Baby
652,Counting Crows,Mr. Jones
653,Alanis Morissette,Heart Of The House (LP Version)
654,Phil Collins,Dance Into The Light (LP Version)
655,Los Amantes De Lola,Beber De Tu Sangre
656,Marina And The Diamonds,Seventeen
657,Sigur Rós,Samskeyti (Live)
658,Jimmy Nail,Love
659,Bryan Ferry,"Slave To Love (7"" Version) (2009 Digital Remaster)"
660,Atjazz,Labfunk
661,Hertz,Big Bang
662,Klubbheads,Klubhopping
663,The Parties,Games People Play
664,JK,You Make Me Feel Good 
665,Rayvon,No Guns No Murder
666,Phil Collins,Two Hearts
667,Simply Red,Fairground (+ Sample)
668,Four Tops,L'Arcobaleno (Walk Away Renee)
669,Marcel,Banana Blubb
670,The September When,Dead Soldiers Are Heroes
671,White Lion,When The Children Cry  (LP Version)
672,Jean-Jacques Goldman,Nuit
673,Dave Darell,Children (Pacha All Star Remix Team Plastik Funk Remix)
674,N Sync,God Must Have Spent A Little More Time On You
675,Abba,Mamma Mia
676,Keoki,Blue Monday (Retro Mix)
677,Tracy Chapman,Sing For You (Album Version)
678,Suzi Quatro,Kids Of Tragedy
679,The American Boychoir,Minuet in g minor
680,Mr. Big,To Be With You
681,Diorama,world of ice
682,Queen,White Man (1993 Digital Remaster)
683,Karaoke (Made famous by DMX),Ruff Ryder's Anthem (Guide Vocal)
684,London Mozart Players_ Harry Blech,Symphony No. 34 in C Major_ K. 338 and K. 409: IV. Finale (Allegro vivace
685,Robbie Williams,No Regrets
686,Lasgo,Lost
687,Chiaraluna,Faccio cose strane
688,Laura Pausini,16/5/74
689,Amistades Peligrosas,Me Quedaré Solo
690,Andrew Gold,Lonely Boy
691,José José,Amar Y Querer
692,Seymour,Suddenly Seymour
693,Miossec,Que Devient Ton Poing Quand Tu Tends Les Doigts
694,Interflow Feat. Anna Robinson,Storyreel (Chris Hampshire Remix)
695,Leventina,Nightshift (Nikola & Groovenatics Remix)
696,Hatfield And The North,The Stubbs Effect
697,Donatella Rettore,Di notte specialmente
698,Love Affair,Everlasting Love
699,The Veronicas,When It All Falls Apart (Lost In Space Remix)
700,Green On Red,Black River (Album Version)
701,OMD,Enola Gay
702,Straylight Run,Hands In The Sky (Big Shot) (Single Version)
703,Yehudit Ravitz,What Kind Of A Girl / Aizo Min Yalda
704,Ronan Keating,The Long Goodbye
705,Toto,Africa
706,Patricia Kaas,Elle Voulait Jouer Cabaret
707,Spider Murphy Gang,Dankeschön! Danke! Wir Rufen Sie Zurück! (2007 Digital Remaster)
708,Lori Carson,Make A Little Luck (Album Version)
709,Wild Horses,Mother's Little Helper
710,Marvin Gaye,Sexual Healing
711,Cat Stevens,Wild World
712,The Beloved,Sweet Harmony
713,Gary Brooker,Old Brown Shoe (LP Version)
714,Florian Silbereisen,Dahoam is dahoam
715,Ray Charles,Hallelujah_ I Love Her So
716,La Barberia Del Sur,Alegría De Vivir
717,Kenny Rogers & The First Edition,Ruby_ Don't Take Your Love To Town
718,Chantal Kreviazuk,Ghosts Of You
719,Fiction 8,Set You Free (Freedom Mix)
720,Roy Drusky,Wasted Days And Wasted Nights
721,Kate Nash,We Get On
722,Samantha Fox,Out Of Our Hands
723,Sex Machine ft. Shèna,Friday Night
724,Goldenscan,Halcyon
725,Jet Set Satellite,I'm What You Need
726,Floetry,Waiting In Vain
727,Oomph!,Augen auf
728,Brenda Fassie,Kesa Phela (Live Remixed)
729,Alf Robertson,I Took A Memory To Lunch
730,Ornella Vanoni,Una Ragazza In Due ( Down Came The Rain )
731,Celtic Woman,Last Rose Of Summer/Walking In The Air
732,Billy Idol,White Wedding - Part 1 (Edit)
733,Rush,New World Man
734,The Platters,Only You (And You Alone)
735,Wayne Marshall/Ole Edvard Antonsen,Nun komm_ der Heiden Heiland BWV569 (arr. tpt/org)
736,Kill Paradise,R.C.N.K. Remix
737,Charlie Byrd,How Insensitive
738,Pete Yorn,Never My Love
739,Inishkea,Arrival Of The Queen Of Sheba
740,KT Tunstall,Saving My Face
741,Mario DaSilva,Tears in Heaven
742,Patrick Fiori,J'En Ai Mis Du Temps
743,Inishkea,Whiskey In The Jar
744,Sexy sushi,NY Section Criminel
745,Gary Moore,Friday On My Mind
746,Riccardo Fogli,Piccola Katy
747,Jimmy Eat World,Futures
748,Lou Christie,Lightnin' Strikes
749,Jessica Simpson,Take My Breath Away
750,Pursuit Of Happiness,She's So Young
751,Traffic,Paper Sun
752,Norman Greenbaum,Spirit In The Sky
753,Diana Ross & The Supremes,Someday We'll Be Together
754,The Unborn Chikken Voices,Again And Again
755,Mariah Carey,Angels Cry
756,Dyango,Todo Tiene Su Fin
757,Soweto Gospel Choir,Ave Maria
758,Sir Thomas Beecham/Royal Philharmonic Orchestra,Symphony No. 5 in B flat D485: III.     Menuetto (Allegro molto) & Trio
759,Duran Duran,Planet Earth (Live at Hammersmith Odeon_ 17th December 1981)
760,Steve Miller Band,The Joker
761,Simply Red,A Song For You (Live)
762,Brighter,Maybe
763,Wishbone Ash,Blowin' Free
764,Shane MacGowan And The Popes,Back In The Country Hell
765,Pet Shop Boys,West End Girls
766,Adagio Quartet,Madama Butterfly Flower Duet
767,Jawoll,Rendezvous - Ich hab' Dich seit langem nicht gesehen
768,US Coast Guard Band,America The Beautiful
769,Arnej,Dust In The Wind (Original Mix)
770,Jeanne Pruett,Love Me
771,Mariano Yanani,Stuck In A Moment You can't Get Out Of
772,Pinball,Come Into My Dream
773,Irene Cara,What A Feeling
774,RBD,Liso_ Sensual
775,Akon,Don't Matter
776,Joe Walsh,Rocky Mountain Way [Tribute Concert]
777,Ace Cannon,Jambalaya (On The Bayou)
778,Memento,Dreamcatcher
779,Elvis Presley,Love Me Tender
780,Jack Ingram,Not Giving Up On Me
781,Gilberto Santa Rosa,Para Vivir
782,Céline Dion,Only One Road
783,The Black Noodle Project,Squares & Circles
784,Seals and Crofts,Summer Breeze (Album Version)
785,Youssoupha,Une spéciale pour la mixtape
786,Nadine Norell,Bahnsteig
787,Shadiya,Check the Crowd(interlude)
788,Sarah McLachlan,Building A Mystery (Live)
789,Saian Supa Crew,Beat box 1 by sly the Mic Buddah  (live)
790,Blazin' Squad,Crossroads (Radio Edit)
791,Dolly Parton and Vince Gill,I Will Always Love You
792,Malina,Druzya
793,Edison Lighthouse,Love Grows (Where My Rosemary Goes)
794,Chaka Khan,I Feel For You [Edit]
795,Sinéad O'Connor,You Cause As Much Sorrow (2009 Digital Remaster)
796,Joey Defrancesco,Ceora
797,Tom Petty,Wildflowers (Album Version)
798,Duffy,Rain On Your Parade
799,John McDermott,Ave Maria
800,Shakira,Tú
801,Billy Idol,Mony Mony (Live)
802,Annie Lennox,A Whiter Shade Of Pale
803,Byron Janis,Etude in F Major_ Op. 25-III
804,En Vogue,Hold On (Extended LP Version)
805,Roxette,Stars (Almighty 7'' Mix)
806,Geier Sturzflug,Bruttosozialprodukt
807,Helena Paparizou,Like A Prayer
808,Marc Almond,Something's Gotten Hold Of My Heart
809,Grupo Mania,Magia
810,Muse,Can't Take My Eyes Off You
811,The Osmonds,He Ain't Heavy...He's My Brother
812,The Orb,Eastern Hot Dogs in Gardens of Dub
813,Dr. Dre,Keep Their Heads Ringin' (Instrumental)
814,Peter Wackel Feat. Chriss TUXI,Joana
815,Boy Hagemann,Whispering - Andro Vocal Remix
816,Styles P,Styles P Speaks (Interlude)
817,Alexander O'Neal,When A Man Loves A Woman
818,Konami Kukeiha Club,Out of Time (Clock Tower BGM)
819,Creedence Clearwater Revival,Ooby Dooby
820,Aerosmith,Livin' On The Edge
821,The Classics IV,Stormy
822,Groove Coverage,Moonlight Shadow
823,Rise Against,1000 Good Intentions
824,Atomic Kitten,Love Doesn't Have To Hurt (Radio Version)
825,Willie Nelson,Healing Hands of Time
826,Britney Spears,My Prerogative
827,Judas Priest,Grinder
828,Elton John,I Want Love
829,Scott Joplin,The Sycamore
830,Waylon Jennings,Amanda
831,TO/DIE/FOR,(I Just) Died In Your Arms
832,Little Eva,The Loco Motion
833,Blestyaschie,Kak zvezda
834,Ace Cannon,Just The way You Are
835,Soulsearcher,Cant Get Enough
836,Siobhan McCarthy / Nicolas Colicos / Paul Clarkson / Hilton McRae,Mamma Mia
837,Laura Pausini,Surrender (Erick Kupper Radio Mix)
838,Terry Muska,Lagrima
839,Maria Solheim,The Snow Has Killed
840,ZZ Top,Rough Boy (LP Version)
841,Alejandro Sanz,Corazón partío (unplugged)
842,Lesley Gore,It's My Party
843,M2M,Don't Say You Love Me  (LP Version)
844,Bad Company,Rock Steady
845,Strawberry Alarm Clock,Incense And Peppermints
846,Firefall,Christmas In Love
847,Otis Redding,[Sittin' On] The Dock Of The Bay
848,Eminem,The Way I Am
849,The Cure,Lullaby
850,Chandeen,In Power We Entrust The Love Advocated
851,Jean Claude Pascal,Gefangen
852,Barry Blue,Dancin' (On A Saturday Night)
853,The Beach Boys,Heroes And Villains (2001 Digital Remaster)
854,Dinu Lipatti/Concertgebouworkest/Eduard van Beinum,Piano Concerto No. 1 in D minor_ BWV 1052 (2001 Digital Remaster): II. Romanze (Larghetto)
855,System of a Down,ATWA
856,SK8,Amnesty (Freaky Chakra Remix)
857,Stars,My Radio (AM Mix)
858,David Arkenstone,Big Bounce
859,The Almost,Summer Summer
860,Céline Dion,Zora sourit
861,Kano,Frequency
862,Lost Witness,Happiness Happening
863,John Denver,My Sweet Lady
864,Sunset Project,The Time
865,ItaloBrothers,Stamp On The Ground
866,Nirvana,Polly
867,Chayanne,Dejaría Todo
868,La Oreja de Van Gogh,La Estrella Y La Luna
869,Ivan Moravec,E major_ Op. 62_ n? 2
870,Bette Midler,The Rose
871,CDM Project,King Of My Castle
872,Holly Valance,Somebody Out There (Final)
873,Azuria,Forgive Me
874,Emmerson Nogueira,Homeward Bound
875,Andrew Bennett,Safe from Harm
876,Linkin Park,Crawling (Album Version)
877,Los Caminantes,Solo Los Tontos
878,Disko Punks,Ich rocke (Bauza Club Remix)
879,The Moody Blues,Tuesday Afternoon
880,The Rockingbirds,I'm A Little Less Lonely
881,William Orbit,Cavalleria Rusticana
882,Norah Jones,Broken
883,Mariano Yanani,When We Dance
884,Beam Vs. Cyrus,Thunder In Paradise
885,Patrick Samson,Io Che Non Vivo Senza Te
886,Ultravox,Loves Great Adventure
887,Alicia Keys,If I Ain't Got You
888,Atlanta Rhythm Section,Spooky
889,Lil Suzy,The Nite
890,Satellite Love,What you do
891,Téléphone,Ca C'est Vraiment Toi
892,Maria Arredondo,On My Own
893,Alphaville,Big in Japan (Live Version)
894,Grover Washington Jr. feat. Bill Withers,Just The Two Of Us (LP Version)
895,The Stiletto Formal,6 P.M. Your Time
896,Patrick Nuo,She's Like The Wind
897,Alicia Keys,Wait Til You See My Smile
898,Tift Merritt,Still Pretending
899,Maria-João Pires,Piano Concerto No.21 in C major K467_ 'Elvira Madigan' : III Allegro vivace assai
900,Boyz II Men,In My Life
901,Los Del Sol,Club Tropicana
902,Kristine W.,I'll Be Your Light (Ian Nieman Remix)
903,Frederic Chopin,II. Scherzo
904,Cripta,Un mundo nuevo
905,M People,How Can I Love You More
906,John Williams,The Olympic Spirit
907,Cliff Richard & The Shadows,Travellin' Light
908,Nuova Equipe 84,Casa Mia
909,Kamil Polner & Michelle Richer,Equinox
910,Michael Bublé,Lost [Radio Mix]
911,Royal Philharmonic Orchestra,S.O.S.
912,matchbox twenty,Unwell (Album Version)
913,Jennifer Lopez,Ain't It Funny
914,Fey,Gatos En El Balcón
915,Estopa,Me Falta El Aliento
916,Arctic Monkeys,Fake Tales Of San Francisco
917,Sound Choice Karaoke,Loving You Makes Me A Better Man - Karaoke
918,Vladimir Horowitz,Nocturne in E Minor_ Op. 72_ No. 1
919,Major Lazer / Vybz Kartel / Afrojack,Pon De Floor
920,John Debney,Dad Apologizes
921,Sunscreem,Perfect Motion
922,Travis,Safe
923,Les Misérables - Original London Cast,Master Of The House
924,Spinal Tap,Big Bottom
925,Emperor,Al Svartr (The Oath)
926,XYZ,Inside Out
927,Dave Edmunds,Classical Gas
928,Billy Joel,Rosalinda's Eyes
929,Mr. President,Jojo Action - Radio Edit
930,Alabama,Forty Hour Week (For A Livin')
931,Jo-El Sonnier,Precious Lord_ Take My Hand
932,Christian Scott,House is a Feeling (Hard Mix Instrumental)
933,Cat Stevens,Morning Has Broken
934,Mariano Yanani,I Still Haven't Found What I'm Looking For
935,Smokey Robinson & The Miracles,The Tears Of A Clown
936,Jeannie C. Riley,Last Train To Glory
937,Orleans,Dance With Me (LP Version)
938,JoJo,Tere Bin Soona Soona Hai Jahan
939,Dirty Three,Michele
940,P!nk,U + Ur Hand
941,Lily Allen,22 (Acoustic)
942,Booker T & The MG's,Soul Limbo
943,La Mosca Tse-Tse,Cha Cha Cha
944,Ray Price,Make The World Go Away
945,Bo Bice,Only Words
946,Michael Jackson,Ben
947,John Barry,Moviola
948,That Mucho,Grand Theft Audio (Yessir)
949,The Corrs,Would You Be Happier? (LP Version)
950,Academy of St Martin-in-the-Fields/Sir Neville Marriner,Symphony No. 36 in C_ 'Linz' K425: Presto
951,Spectrum,All The Man That I Need
952,Maroon 5,Harder To Breathe
953,Mordecai Shehori,Reverie in C major (Tchaikovsky)
954,Luna,Ride Into The Sun
955,Luciano Pavarotti,La Danza
956,Brazilian Tropical Orchestra,Swan Lake
957,Tigran Oganezov,Voo Doo
958,Julie Andrews;Franz Allers,Without You
959,Itzhak Perlman/London Philharmonic Orchestra,Four Seasons op.8 (1987 Digital Remaster)_ Spring: Allegro
960,Oasis,Go Let It Out
961,The Rainbow Orchestra,Dance Of The Sugar Plum Fairies from The Nutcracker
962,Carole King,So Far Away
963,Ricky Van Shelton,I've Cried My Last Tear For You
964,Panpipes,I Feel Fine
965,David Essex,A Winter's Tale
966,a1,Caught In The Middle
967,Relax,Eile mit Weile
968,Tiga,3 weeks (Jesper Dahlback Mix)
969,Roberto Perera,A Puro Dolor
970,Montserrat Caballé,The Phantom Of The Opera/Wishing You Were Somehow Here Again
971,Pantha Du Prince,Stick To My Side (Walls version)
972,Curtis Stigers,You're All That Matters To Me
973,Sviatoslav Richter (piano),F.Chopin:Prelude_ Op.28. ?7 (A major)
974,From Autumn To Ashes,IV
975,Riccardo Fogli,Giorni Cantati
976,Gipsy Kings,Tu Quieres Volver
977,Nelly / Kelly Rowland,Dilemma
978,Canadian Brass,Brilliant Bach Ouvertures: II. Bourée I & II (from Suite No. 2_ BWV 1067)
979,Jesse James,Lady
980,Bellamy Brothers,Let Your Love Flow
981,P!nk,U + Ur Hand
982,Mariano Yanani,Canon In D Major (J. Pachelbel)
983,John Debney,Driving With Dad
984,Plasmic Honey,I'm a Believer (Peter Bailey Mix)
985,David Lanz,Madre De La Tierra
986,Crests,Sixteen Candles 
987,Gary Smith,Rainy Days And Daffodils
988,Dolly Parton & Kenny Rogers,Islands In The Stream
989,Heatwave,Always And Forever
990,Royal Philharmonic Orchestra London,Meditation from the Opera Thais
991,David Bisbal,Hear The Boom
992,Wet Wet Wet,Love Is All Around
993,Nightwish,Beauty And The Beast
994,Suicidal Romance,Prince Of The Darkness
995,Blondie,Atomic
996,Bush,Headful Of Ghosts (Album Version)
997,Rod Stewart,Everything I Own
998,Bratislava Radio Symphony Orchestra & Ondrej Lenard,Carmen: Overture
999,Articolo 31,Domani
1000,Wojciech Kilar,The Portrait of a Lady - Schubert: Inpromptu In A Flat_ D 899_ No. 4
1001,Formula V,Cuéntame
1002,Muse,Supermassive Black Hole (Album Version)
1003,Maurice Ravel,Pavane Pour Une Infante Defunte (Pavane For A Dead Princess)
1004,Nana Mouskouri,Only You
1005,Michael Johnson,Home Free (2002 Digital Remaster)
1006,Anne Regina,Honey_ Don''t Go There
1007,Rauni Pekkala,Miesten tähden
1008,Evgeny Kissin/London Symphony Orchestra/Sir Colin Davis,Piano Concerto No. 2 in B flat Op. 19: III. Rondo: Allegro molto
1009,Space Monkey,Lock-Down
1010,The Misfits,Dig Up Her Bones
1011,Alison Krauss,When You Say Nothing At All
1012,John Legend,Ordinary People
1013,Jeff Lynne,I Want To Tell You (LP Version)
1014,NO-TONE ft.Inusa,Life is Love
1015,Freddie Hubbard,"Lonely Town (From ""On The Town"")"
1016,Blind Melon,No Rain (2002 Digital Remaster)
1017,Headlights,On April 2 (Jason Caddell Remix)
1018,Abba,The Winner Takes It All
1019,The Shangri-Las,Remember (Walkin' In the Sand)
1020,Late Night Alumni,Run A Mile
1021,Erasure,Breath Of Life
1022,Abba,Super Trouper
1023,Borodin Quartet,Tchaikovsky / Arr Dubinsky : Album for the Young Op.39 : XIX The Old Nurse's Tale
1024,Andrei Gavrilov,Suite No. 1 in A major HWV 426 (1996 Digital Remaster): Gigue (Presto)
1025,Creedence Clearwater Revisited,Proud mary
1026,Eisley,I Wasn't Prepared (Album Version)
1027,Royal Philharmonic Orchestra London_ Frank Shipway,Suite für Orchester_ Nr. 3_ D-Dur_ BWV 1068: Air
1028,Kid Blue,Speak Freak
1029,Electric Light Orchestra (ELO),Telephone Line - Live
1030,Alexia,Happy
1031,Shrimp Boat,Van Buren
1032,Cardio All-Stars,Please Don't Leave Me (as made famous by Pink)
1033,Europe,Carrie
1034,Café Quijano,Hablando A Un Cristal
1035,Amorphis,Into Hiding
1036,Glen Campbell And Bobbie Gentry,All I Have To Do Is Dream
1037,Keoki,Sun Is Shining
1038,András Schiff,Variatio 12 Canone Alla Quarta [Goldberg Variations BWV 988] (J.S. Bach)
1039,Seija Simola,Ring Ring
1040,Téléphone,Ca C'est Vraiment Toi
1041,The Proclaimers,Sunshine On Leith
1042,Gordon Lightfoot,If You Could Read My Mind (Album Version)
1043,Joe Walsh,Life's Been Good
1044,Katrina & The Waves,Walking On Sunshine
1045,Spectrum,Love On The Rocks
1046,DNA,Comfortably Numb (Live)
1047,Eubie Blake,Chevy Chase
1048,Daniel Johnston,High Horse
1049,Vanity Fare,Hitchin' A Ride
1050,Enya,Exile
1051,The Temptations,I Wish It Would Rain
1052,O-Zone,Despre tine
1053,Bebo Norman,Britney
1054,Ligabue,Voglio volere
1055,Westlife,In This Life
1056,Lynn Anderson,Rose Garden (Digitally Remastered)
1057,Montrose,Down
1058,The Four Aces,Feelings
1059,Francesco De Gregori,Piccola Mela
1060,Panpipes,IWon'tLastADayWithoutYou
1061,Green and Yellow,Sweet Child O' Mine (Alternate Mix)
1062,Scottish Chamber Orchestra/Alison Mitchell/Ursula Leveaux/Maximiliano Martin/Alexander Janiczek,Bassoon Concerto in B flat (K. 191) - Allegro
1063,Benny Neyman & Tony Willé,You Needed Me
1064,Aerosmith,What It Takes
1065,Falco,Rock Me Amadeus (Ihn liebten alle Frauen...) - ( Live Version )
1066,Marni Nixon,I Could Have Danced All Night
1067,50 Cent,If I Can't
1068,Tritonal,Sky Nights
1069,Madonna,Into The Groove
1070,I Teppisti dei Sogni,Piccolo fiore
1071,Lonnie Gordon,Catch You Baby (7th Heaven Radio Mix)
1072,Spice Girls,Let Love Lead The Way (Radio Edit)
1073,Shenandoah,Two Dozen Roses
1074,Abba,So Long
1075,Shawn Christopher,Don't Lose The Magic [David Morales Dub]
1076,Mariah Carey,Miss You Most (At Christmas Time)
1077,Lily Allen Featuring Ours,22 (Vingt Deux) (Feat. Ours)
1078,Kraftwerk,The Man Machine (2009 Digital Remaster)
1079,Chita Rivera;Marilyn Cooper,America (From West Side Story)
1080,Warmen,Somebody's Watching Me
1081,Angela Dimitriou,Fotia Sta Savvatovrada (Live)
1082,The New Orleans Ragtime Orchestra,Maple Leaf Rag
1083,Little Angels,The First Cut Is The Deepest
1084,John Carpenter,Snake's Uniform
1085,Aca Lukas,Kuda idu ljudi kao ja
1086,Fabienne Louves,Rotwiss
1087,Kenny G Featuring Brian McKnight,Careless Whisper
1088,Lamb,Gabriel
1089,Mindy McCready,Guys Do It All The Time
1090,Aaron Hedges,One More Hour
1091,Bill Conti,Mickey (2006 Digital Remaster)
1092,ATB,Believe In Me (Clubb Mix)
1093,Metallica,To Live Is To Die
1094,Ralphi Rosario,Everybody Shake It  (DJ Paulo Orgasmic Dub)
1095,Guy Mearns,Break Away
1096,REO Speedwagon,Keep Pushin'
